index,Y_sp,Y_nas,Y_vix,Y_dj,VIX_Index,vix_1m,vix_2m,vix_3m,vix_4m,vix_5m,vix_6m,vix_7m,vix_slope,1m,3m,6m,1y,2y,3y,5y,7y,10y,20y,30y,Full_Slope,SP500-1-return,SP500-2-return,SP500-3-return,SP500-4-return,SP500-5-return,SP500-6-return,SP500-7-return,SP500-8-return,SP500-9-return,SP500-10-return,VIX_Index-1-return,VIX_Index-2-return,VIX_Index-3-return,VIX_Index-4-return,VIX_Index-5-return,VIX_Index-6-return,VIX_Index-7-return,VIX_Index-8-return,VIX_Index-9-return,VIX_Index-10-return,NAS100-1-return,NAS100-2-return,NAS100-3-return,NAS100-4-return,NAS100-5-return,NAS100-6-return,NAS100-7-return,NAS100-8-return,NAS100-9-return,NAS100-10-return,DJIA30-1-return,DJIA30-2-return,DJIA30-3-return,DJIA30-4-return,DJIA30-5-return,DJIA30-6-return,DJIA30-7-return,DJIA30-8-return,DJIA30-9-return,DJIA30-10-return 
2013-12-30,-0.00017927,-0.001102992,0.084600797,0.001569242,13.56000042,13.87,14.83,15.76,16.4,16.92,17.37,17.93,0.021166834,0.01,0.07,0.1,0.13,0.39,0.77,1.71,2.4,2.99,3.66,3.9,0.000395043,-0.00017927,-0.000515911,0.004218394,0.007129898,0.012433927,0.017241082,0.016660985,0.033171891,0.030066085,0.036366237,0.084600797,0.095089002,0.082996987,0.03910276,-0.016819376,-0.042590284,-0.017544293,-0.178503966,-0.167337696,-0.150350785,-0.001102992,-0.004053308,-0.000761589,0.000190539,0.010953118,0.020216597,0.017077441,0.028629397,0.026766224,0.03236047,0.001569242,0.001479995,0.008930738,0.01278589,0.017304982,0.019901236,0.020588183,0.038858382,0.038272073,0.046439643
2013-12-31,0.003951856,0.006121124,0.011730328,0.004375401,13.72000027,13.91,14.73,15.56,16.22,16.76,17.21,17.66,0.01983172,0.01,0.07,0.1,0.13,0.38,0.78,1.75,2.45,3.04,3.72,3.96,0.000401561,0.003951856,0.003772586,0.003435945,0.00817025,0.011081754,0.016385783,0.021192939,0.020612841,0.037123747,0.034017941,0.011730328,0.096331125,0.106819331,0.094727315,0.050833088,-0.005089047,-0.030859955,-0.005813964,-0.166773638,-0.155607368,0.006121124,0.005018132,0.002067816,0.005359535,0.006311663,0.017074242,0.026337721,0.023198565,0.034750521,0.032887348,0.004375401,0.005944643,0.005855396,0.013306139,0.017161291,0.021680383,0.024276637,0.024963584,0.043233783,0.042647474
2014-01-02,-0.008901413,-0.00794628,0.036497738,-0.008196212,14.22999954,14.17,15.03,15.86,16.47,16.97,17.43,17.94,0.019123207,0.01,0.07,0.09,0.13,0.39,0.76,1.72,2.41,3,3.68,3.92,0.000397496,-0.008901413,-0.004949557,-0.005128827,-0.005465468,-0.000731163,0.002180341,0.00748437,0.012291526,0.011711428,0.028222334,0.036497738,0.048228066,0.132828864,0.143317069,0.131225054,0.087330826,0.031408691,0.005637783,0.030683774,-0.130275899,-0.00794628,-0.001825156,-0.002928148,-0.005878464,-0.002586745,-0.001634617,0.009127963,0.018391441,0.015252285,0.026804242,-0.008196212,-0.003820811,-0.002251569,-0.002340816,0.005109927,0.008965079,0.013484171,0.016080425,0.016767372,0.035037571
2014-01-03,-0.000333021,-0.00699497,-0.033586531,0.001740472,13.76000023,14.03,14.87,15.76,16.37,16.92,17.31,17.87,0.020292481,0.02,0.07,0.1,0.13,0.41,0.8,1.73,2.42,3.01,3.69,3.93,0.00039736,-0.000333021,-0.009234434,-0.005282577,-0.005461847,-0.005798488,-0.001064184,0.001847321,0.00715135,0.011958505,0.011378408,-0.033586531,0.002911207,0.014641536,0.099242333,0.109730538,0.097638523,0.053744296,-0.00217784,-0.027948748,-0.002902757,-0.00699497,-0.01494125,-0.008820126,-0.009923118,-0.012873434,-0.009581716,-0.008629587,0.002132992,0.01139647,0.008257315,0.001740472,-0.00645574,-0.002080339,-0.000511097,-0.000600344,0.006850399,0.010705551,0.015224643,0.017820897,0.018507844
2014-01-06,-0.002514927,-0.003331601,-0.015379288,-0.002729322,13.55000019,13.87,14.72,15.5,16.16,16.67,17.12,17.67,0.020418221,0.01,0.05,0.08,0.12,0.4,0.78,1.7,2.38,2.98,3.66,3.9,0.000395745,-0.002514927,-0.002847948,-0.011749361,-0.007797504,-0.007976774,-0.008313415,-0.003579111,-0.000667606,0.004636422,0.009443578,-0.015379288,-0.048965819,-0.01246808,-0.000737752,0.083863045,0.09435125,0.082259235,0.038365008,-0.017557128,-0.043328036,-0.003331601,-0.010326572,-0.018272851,-0.012151727,-0.013254719,-0.016205035,-0.012913317,-0.011961188,-0.001198609,0.008064869,-0.002729322,-0.00098885,-0.009185062,-0.004809661,-0.00324042,-0.003329666,0.004121076,0.007976229,0.012495321,0.015091574
2014-01-07,0.006063345,0.008720158,-0.047610057,0.006423115,12.92000008,13.64,14.43,15.26,15.86,16.37,16.86,17.37,0.020891789,0.01,0.04,0.08,0.13,0.4,0.8,1.69,2.37,2.96,3.64,3.88,0.000393305,0.006063345,0.003548418,0.003215398,-0.005686015,-0.001734159,-0.001913429,-0.00225007,0.002484235,0.005395739,0.010699768,-0.047610057,-0.062989345,-0.096575876,-0.060078138,-0.048347809,0.036252988,0.046741193,0.034649178,-0.009245049,-0.065167185,0.008720158,0.005388557,-0.001606413,-0.009552693,-0.003431569,-0.004534561,-0.007484877,-0.004193158,-0.00324103,0.007521549,0.006423115,0.003693792,0.005434264,-0.002761948,0.001613453,0.003182695,0.003093448,0.010544191,0.014399344,0.018918435
2014-01-08,-0.000212232,0.002719836,-0.003877492,-0.004134084,12.86999989,13.69,14.43,15.21,15.82,16.39,16.78,17.34,0.020724014,0,0.05,0.08,0.13,0.43,0.87,1.77,2.44,3.01,3.67,3.9,0.000394354,-0.000212232,0.005851114,0.003336187,0.003003166,-0.005898247,-0.001946391,-0.002125661,-0.002462302,0.002272003,0.005183507,-0.003877492,-0.051487549,-0.066866836,-0.100453367,-0.063955629,-0.052225301,0.032375496,0.042863702,0.030771686,-0.013122541,0.002719836,0.011439995,0.008108393,0.001113423,-0.006832857,-0.000711733,-0.001814725,-0.004765041,-0.001473322,-0.000521193,-0.004134084,0.002289031,-0.000440291,0.001300181,-0.006896032,-0.002520631,-0.000951389,-0.001040635,0.006410107,0.01026526
2014-01-09,0.000348249,-0.004202172,0.001552831,-0.001092789,12.89000034,13.63,14.53,15.31,15.91,16.47,16.93,17.41,0.021302631,0.01,0.04,0.06,0.13,0.44,0.86,1.75,2.41,2.97,3.62,3.88,0.000391263,0.000348249,0.000136017,0.006199362,0.003684435,0.003351415,-0.005549998,-0.001598142,-0.001777412,-0.002114053,0.002620252,0.001552831,-0.002324661,-0.049934718,-0.065314006,-0.098900536,-0.062402798,-0.05067247,0.033928327,0.044416533,0.032324517,-0.004202172,-0.001482335,0.007237823,0.003906222,-0.003088748,-0.011035028,-0.004913904,-0.006016896,-0.008967212,-0.005675494,-0.001092789,-0.005226872,0.001196242,-0.00153308,0.000207392,-0.00798882,-0.003613419,-0.002044178,-0.002133424,0.005317319
2014-01-10,0.00230403,0.003512394,-0.05994603,-0.000468891,12.14000034,13.23,14.28,15.16,15.76,16.37,16.76,17.31,0.023388465,0.01,0.05,0.06,0.12,0.39,0.77,1.64,2.29,2.88,3.54,3.8,0.000384663,0.00230403,0.002652279,0.002440048,0.008503393,0.005988466,0.005655445,-0.003245968,0.000705888,0.000526619,0.000189977,-0.05994603,-0.058393199,-0.06227069,-0.109880747,-0.125260035,-0.158846566,-0.122348828,-0.1106185,-0.026017703,-0.015529497,0.003512394,-0.000689778,0.002030059,0.010750217,0.007418616,0.000423645,-0.007522635,-0.00140151,-0.002504502,-0.005454818,-0.000468891,-0.001561679,-0.005695763,0.000727352,-0.002001971,-0.000261499,-0.008457711,-0.00408231,-0.002513068,-0.002602314
2014-01-13,-0.012655966,-0.014773062,0.08975331,-0.010956549,13.27999973,13.77,14.52,15.36,15.97,16.63,17.09,17.65,0.021518104,0,0.03,0.06,0.11,0.39,0.74,1.6,2.25,2.84,3.52,3.77,0.000382984,-0.012655966,-0.010351936,-0.010003687,-0.010215919,-0.004152574,-0.006667501,-0.007000521,-0.015901934,-0.011950078,-0.012129348,0.08975331,0.02980728,0.031360111,0.02748262,-0.020127437,-0.035506725,-0.069093256,-0.032595518,-0.02086519,0.063735608,-0.014773062,-0.011260668,-0.015462839,-0.012743003,-0.004022845,-0.007354446,-0.014349416,-0.022295696,-0.016174572,-0.017277564,-0.010956549,-0.01142544,-0.012518229,-0.016652312,-0.010229198,-0.01295852,-0.011218048,-0.01941426,-0.015038859,-0.013469617
2014-01-14,0.010759876,0.019130867,-0.078287223,0.007104751,12.27999973,13.08,14.09,15.11,15.82,16.48,16.93,17.53,0.0249153,0,0.04,0.06,0.11,0.39,0.78,1.65,2.3,2.88,3.54,3.8,0.000385069,0.010759876,-0.00189609,0.00040794,0.000756189,0.000543957,0.006607303,0.004092375,0.003759355,-0.005142058,-0.001190202,-0.078287223,0.011466087,-0.048479943,-0.046927112,-0.050804603,-0.09841466,-0.113793948,-0.147380479,-0.110882741,-0.099152412,0.019130867,0.004357805,0.007870199,0.003668027,0.006387864,0.015108022,0.011776421,0.00478145,-0.00316483,0.002956295,0.007104751,-0.003851798,-0.004320689,-0.005413478,-0.009547561,-0.003124447,-0.005853769,-0.004113297,-0.012309509,-0.007934108
2014-01-15,0.005152889,0.008119153,0,0.006579021,12.27999973,13.13,14.13,15.11,15.86,16.52,17.07,17.62,0.025345343,0.01,0.04,0.06,0.13,0.41,0.81,1.68,2.33,2.9,3.55,3.81,0.000384834,0.005152889,0.015912765,0.003256799,0.005560829,0.005909078,0.005696846,0.011760192,0.009245264,0.008912244,1.08E-05,0,-0.078287223,0.011466087,-0.048479943,-0.046927112,-0.050804603,-0.09841466,-0.113793948,-0.147380479,-0.110882741,0.008119153,0.02725002,0.012476958,0.015989352,0.011787181,0.014507017,0.023227175,0.019895574,0.012900604,0.004954324,0.006579021,0.013683772,0.002727222,0.002258332,0.001165543,-0.002968541,0.003454574,0.000725252,0.002465724,-0.005730488
2014-01-16,-0.001348028,0.000401586,0.020153847,-0.003947225,12.52999973,13.43,14.28,15.16,15.93,16.58,17.07,17.62,0.024288145,0.01,0.04,0.07,0.11,0.41,0.8,1.66,2.3,2.86,3.52,3.77,0.000381081,-0.001348028,0.003804861,0.014564737,0.00190877,0.004212801,0.004561049,0.004348818,0.010412163,0.007897236,0.007564215,0.020153847,0.020153847,-0.058133376,0.031619934,-0.028326096,-0.026773265,-0.030650757,-0.078260814,-0.093640102,-0.127226632,0.000401586,0.008520739,0.027651606,0.012878544,0.016390938,0.012188766,0.014908603,0.023628761,0.02029716,0.013302189,-0.003947225,0.002631796,0.009736547,-0.001220003,-0.001688893,-0.002781682,-0.006915765,-0.000492651,-0.003221973,-0.001481501
2014-01-17,-0.00390278,-0.005564729,-0.007208694,0.002527762,12.43999958,13.42,14.24,15.26,16.02,16.67,17.22,17.72,0.024967254,0.01,0.05,0.07,0.11,0.4,0.79,1.64,2.27,2.84,3.5,3.75,0.000379011,-0.00390278,-0.005250809,-9.79E-05,0.010661956,-0.00199401,0.00031002,0.000658269,0.000446038,0.006509383,0.003994456,-0.007208694,0.012945153,0.012945153,-0.06534207,0.02441124,-0.03553479,-0.033981959,-0.037859451,-0.085469508,-0.100848796,-0.005564729,-0.005163143,0.00295601,0.022086877,0.007313815,0.010826209,0.006624038,0.009343874,0.018064032,0.014732431,0.002527762,-0.001419463,0.005159558,0.012264309,0.001307759,0.000838869,-0.00025392,-0.004388004,0.002035111,-0.000694211
2014-01-21,0.002769912,0.00733812,0.033981959,-0.002684338,12.86999989,13.23,14.06,15.06,15.92,16.58,17.07,17.63,0.024276486,0.01,0.04,0.07,0.12,0.4,0.81,1.67,2.29,2.85,3.5,3.74,0.00037799,0.002769912,-0.001132868,-0.002480897,0.002671993,0.013431869,0.000775902,0.003079933,0.003428181,0.00321595,0.009279295,0.033981959,0.026773265,0.046927112,0.046927112,-0.031360111,0.058393199,-0.001552831,0,-0.003877492,-0.051487549,0.00733812,0.001773391,0.002174977,0.01029413,0.029424997,0.014651935,0.018164329,0.013962158,0.016681994,0.025402152,-0.002684338,-0.000156576,-0.004103801,0.00247522,0.009579971,-0.001376579,-0.001845469,-0.002938258,-0.007072342,-0.000649227
2014-01-22,0.0005747,0.002765892,-0.002333703,-0.002507009,12.84000015,13.82,14.79,15.52,16.21,16.72,17.23,17.67,0.021176894,0,0.04,0.07,0.11,0.44,0.85,1.72,2.34,2.87,3.52,3.75,0.000378537,0.0005747,0.003344612,-0.000558168,-0.001906197,0.003246693,0.014006569,0.001350602,0.003654633,0.004002881,0.00379065,-0.002333703,0.031648257,0.024439563,0.044593409,0.044593409,-0.033693814,0.056059496,-0.003886533,-0.002333703,-0.006211194,0.002765892,0.010104012,0.004539284,0.004940869,0.013060023,0.03219089,0.017417828,0.020930222,0.01672805,0.019447886,-0.002507009,-0.005191347,-0.002663585,-0.00661081,-3.18E-05,0.007072962,-0.003883588,-0.004352478,-0.005445267,-0.009579351
2014-01-23,-0.008929325,-0.003855559,0.069927036,-0.010806768,13.77000046,14.17,14.93,15.61,16.32,16.89,17.38,17.88,0.019535164,0.01,0.04,0.05,0.11,0.39,0.77,1.62,2.24,2.79,3.44,3.68,0.000372708,-0.008929325,-0.008354625,-0.005584712,-0.009487493,-0.010835521,-0.005682632,0.005077244,-0.007578722,-0.005274692,-0.004926443,0.069927036,0.067593333,0.101575292,0.094366598,0.114520445,0.114520445,0.036233222,0.125986532,0.066040502,0.067593333,-0.003855559,-0.001089667,0.006248453,0.000683724,0.00108531,0.009204463,0.02833533,0.013562268,0.017074662,0.012872491,-0.010806768,-0.013313777,-0.015998115,-0.013470354,-0.017417578,-0.010838558,-0.003733807,-0.014690356,-0.015159247,-0.016252035
2014-01-24,-0.021096421,-0.020204071,0.275627065,-0.019843193,18.13999939,16.21,16.2,16.74,17.22,17.68,18.17,18.6,0.008615583,0.04,0.04,0.06,0.11,0.37,0.75,1.58,2.2,2.75,3.4,3.64,0.000368141,-0.021096421,-0.030025746,-0.029451046,-0.026681134,-0.030583914,-0.031931943,-0.026779054,-0.016019177,-0.028675144,-0.026371113,0.275627065,0.345554101,0.343220398,0.377202357,0.369993663,0.39014751,0.39014751,0.311860287,0.401613597,0.341667567,-0.020204071,-0.02405963,-0.021293738,-0.013955618,-0.019520347,-0.019118761,-0.010999608,0.008131259,-0.006641803,-0.003129409,-0.019843193,-0.030649962,-0.033156971,-0.035841309,-0.033313547,-0.037260772,-0.030681751,-0.023577,-0.03453355,-0.03500244
2014-01-27,-0.004888222,-0.009207912,-0.040500435,-0.002599899,17.42000008,16.09,16.24,16.62,17.05,17.55,18.05,18.41,0.009653901,0.04,0.05,0.07,0.11,0.37,0.76,1.61,2.24,2.78,3.43,3.67,0.000370829,-0.004888222,-0.025984643,-0.034913968,-0.034339268,-0.031569356,-0.035472136,-0.036820165,-0.031667275,-0.020907399,-0.033563366,-0.040500435,0.23512663,0.305053666,0.302719963,0.336701922,0.329493228,0.349647075,0.349647075,0.271359852,0.361113162,-0.009207912,-0.029411982,-0.033267542,-0.03050165,-0.02316353,-0.028728258,-0.028326673,-0.020207519,-0.001076652,-0.015849714,-0.002599899,-0.022443093,-0.033249861,-0.03575687,-0.038441208,-0.035913447,-0.039860671,-0.033281651,-0.0261769,-0.037133449
2014-01-28,0.006121876,-0.00094089,-0.097609024,0.005709166,15.80000019,15.19,15.53,16.06,16.56,17.06,17.61,18.01,0.013634398,0.05,0.05,0.07,0.11,0.38,0.75,1.59,2.22,2.77,3.43,3.68,0.000371321,0.006121876,0.001233654,-0.019862768,-0.028792092,-0.028217392,-0.02544748,-0.02935026,-0.030698289,-0.0255454,-0.014785524,-0.097609024,-0.138109459,0.137517606,0.207444642,0.205110939,0.239092899,0.231884205,0.252038051,0.252038051,0.173750828,-0.00094089,-0.010148801,-0.030352872,-0.034208432,-0.031442539,-0.024104419,-0.029669148,-0.029267563,-0.021148409,-0.002017542,0.005709166,0.003109266,-0.016733927,-0.027540695,-0.030047705,-0.032732042,-0.030204281,-0.034151505,-0.027572485,-0.020467734
2014-01-29,-0.010261704,-0.010869738,0.093582576,-0.011985329,17.35000038,16.4,16.43,16.76,17.13,17.5,17.89,18.24,0.008195924,0.04,0.04,0.07,0.11,0.36,0.71,1.52,2.15,2.69,3.36,3.62,0.000365619,-0.010261704,-0.004139828,-0.00902805,-0.030124472,-0.039053796,-0.038479096,-0.035709184,-0.039611964,-0.040959993,-0.035807104,0.093582576,-0.004026447,-0.044526883,0.231100182,0.301027218,0.298693516,0.332675475,0.325466781,0.345620627,0.345620627,-0.010869738,-0.011810628,-0.021018539,-0.04122261,-0.04507817,-0.042312277,-0.034974157,-0.040538886,-0.0401373,-0.032018147,-0.011985329,-0.006276163,-0.008876063,-0.028719256,-0.039526024,-0.042033034,-0.044717372,-0.04218961,-0.046136835,-0.039557814
2014-01-30,0.011204044,0.018454158,-0.003464176,0.006953453,17.29000092,16.65,16.58,16.86,17.31,17.67,18.06,18.4,0.008538114,0.04,0.02,0.06,0.1,0.36,0.72,1.55,2.19,2.72,3.4,3.65,0.000369882,0.011204044,0.00094234,0.007064216,0.002175994,-0.018920427,-0.027849752,-0.027275052,-0.02450514,-0.02840792,-0.029755948,-0.003464176,0.090118401,-0.007490623,-0.047991058,0.227636007,0.297563043,0.29522934,0.329211299,0.322002605,0.342156452,0.018454158,0.007584421,0.006643531,-0.002564381,-0.022768452,-0.026624011,-0.023858119,-0.016519999,-0.022084727,-0.021683142,0.006953453,-0.005031876,0.00067729,-0.00192261,-0.021765803,-0.032572571,-0.03507958,-0.037763918,-0.035236157,-0.039183381
2014-01-31,-0.00648629,-0.002974059,0.062765634,-0.009494385,18.40999985,17.58,17.32,17.36,17.62,17.81,18.18,18.5,0.004037713,0.03,0.02,0.06,0.1,0.34,0.69,1.49,2.13,2.67,3.35,3.61,0.000366151,-0.00648629,0.004717754,-0.00554395,0.000577926,-0.004310296,-0.025406717,-0.034336042,-0.033761342,-0.03099143,-0.03489421,0.062765634,0.059301459,0.152884035,0.055275011,0.014774576,0.290401641,0.360328677,0.357994974,0.391976933,0.384768239,-0.002974059,0.015480099,0.004610361,0.003669471,-0.00553844,-0.025742511,-0.02959807,-0.026832178,-0.019494058,-0.025058787,-0.009494385,-0.002540932,-0.014526261,-0.008817095,-0.011416995,-0.031260188,-0.042066956,-0.044573966,-0.047258303,-0.044730542
2014-02-03,-0.023096605,-0.023389464,0.152364374,-0.020987735,21.44000053,19.17,18.59,18.44,18.51,18.65,18.91,19.11,-0.003810136,0.04,0.05,0.07,0.11,0.3,0.64,1.44,2.07,2.61,3.29,3.55,0.000359672,-0.023096605,-0.029582895,-0.018378851,-0.028640554,-0.022518679,-0.027406901,-0.048503322,-0.057432647,-0.056857947,-0.054088035,0.152364374,0.215130008,0.211665833,0.305248409,0.207639385,0.16713895,0.442766015,0.512693051,0.510359348,0.544341308,-0.023389464,-0.026363523,-0.007909365,-0.018779102,-0.019719992,-0.028927904,-0.049131975,-0.052987534,-0.050221642,-0.042883522,-0.020987735,-0.03048212,-0.023528667,-0.035513996,-0.02980483,-0.03240473,-0.052247923,-0.063054691,-0.065561701,-0.068246039
2014-02-04,0.007612044,0.008595405,-0.115046571,0.004701179,19.11000061,18.63,18.33,18.42,18.59,18.77,19.07,19.26,0.003209879,0.12,0.06,0.07,0.12,0.31,0.65,1.46,2.09,2.64,3.33,3.59,0.000361672,0.007612044,-0.015484561,-0.021970851,-0.010766807,-0.021028511,-0.014906635,-0.019794857,-0.040891278,-0.049820603,-0.049245903,-0.115046571,0.037317803,0.100083438,0.096619262,0.190201838,0.092592814,0.052092379,0.327719444,0.39764648,0.395312777,0.008595405,-0.014794058,-0.017768118,0.000686041,-0.010183697,-0.011124587,-0.020332498,-0.040536569,-0.044392129,-0.041626236,0.004701179,-0.016286556,-0.025780941,-0.018827488,-0.030812817,-0.025103651,-0.027703551,-0.047546744,-0.058353512,-0.060860521
2014-02-05,-0.002030282,-0.00441873,0.043017391,-0.000324409,19.95000076,19.1,18.7,18.82,18.95,19.21,19.5,19.72,0.002444801,0.13,0.07,0.07,0.12,0.32,0.66,1.5,2.14,2.7,3.4,3.66,0.000368611,-0.002030282,0.005581761,-0.017514843,-0.024001134,-0.012797089,-0.023058793,-0.016936918,-0.021825139,-0.042921561,-0.051850886,0.043017391,-0.07202918,0.080335195,0.143100829,0.139636653,0.233219229,0.135610206,0.095109771,0.370736836,0.440663871,-0.00441873,0.004176675,-0.019212788,-0.022186848,-0.003732689,-0.014602427,-0.015543317,-0.024751228,-0.044955299,-0.048810859,-0.000324409,0.00437677,-0.016610965,-0.02610535,-0.019151897,-0.031137226,-0.02542806,-0.02802796,-0.047871153,-0.058677922
2014-02-06,0.012363054,0.012283562,-0.146577158,0.012121636,17.22999954,16.99,16.98,17.3,17.76,18.12,18.52,18.81,0.009823947,0.07,0.07,0.08,0.13,0.33,0.69,1.52,2.17,2.73,3.42,3.67,0.000370515,0.012363054,0.010332772,0.017944816,-0.005151789,-0.011638079,-0.000434035,-0.010695739,-0.004573863,-0.009462085,-0.030558506,-0.146577158,-0.103559766,-0.218606337,-0.066241963,-0.003476329,-0.006940504,0.086642072,-0.010966952,-0.051467387,0.224159678,0.012283562,0.007864832,0.016460237,-0.006929226,-0.009903286,0.008550873,-0.002318865,-0.003259755,-0.012467666,-0.032671737,0.012121636,0.011797227,0.016498406,-0.004489329,-0.013983714,-0.007030261,-0.01901559,-0.013306424,-0.015906323,-0.035749517
2014-02-07,0.013214194,0.018219846,-0.119453007,0.010537084,15.28999996,15.47,15.88,16.47,16.93,17.38,17.85,18.14,0.014637223,0.1,0.08,0.09,0.12,0.3,0.66,1.47,2.13,2.71,3.39,3.67,0.000369525,0.013214194,0.025577248,0.023546966,0.031159009,0.008062405,0.001576114,0.012780159,0.002518455,0.00864033,0.003752109,-0.119453007,-0.266030164,-0.223012773,-0.338059344,-0.18569497,-0.122929335,-0.126393511,-0.032810935,-0.130419958,-0.170920394,0.018219846,0.030503408,0.026084678,0.034680084,0.01129062,0.008316561,0.026770719,0.015900981,0.014960091,0.00575218,0.010537084,0.02265872,0.022334311,0.02703549,0.006047755,-0.00344663,0.003506823,-0.008478506,-0.00276934,-0.00536924
2014-02-10,0.001568005,0.005655149,-0.001963977,0.000488036,15.26000023,15.63,15.81,16.41,16.94,17.34,17.77,18.13,0.01446842,0.07,0.07,0.1,0.12,0.32,0.66,1.48,2.13,2.7,3.38,3.66,0.00036865,0.001568005,0.014782198,0.027145253,0.02511497,0.032727014,0.009630409,0.003144119,0.014348163,0.00408646,0.010208335,-0.001963977,-0.121416983,-0.267994141,-0.224976749,-0.34002332,-0.187658946,-0.124893312,-0.128357488,-0.034774911,-0.132383935,0.005655149,0.023874995,0.036158557,0.031739827,0.040335233,0.016945769,0.01397171,0.032425868,0.02155613,0.02061524,0.000488036,0.01102512,0.023146756,0.022822347,0.027523526,0.006535791,-0.002958594,0.003994859,-0.00799047,-0.002281304
2014-02-11,0.011001376,0.010997001,-0.050396958,0.012138537,14.51000023,15.01,15.26,15.92,16.47,16.88,17.38,17.72,0.015961796,0.05,0.05,0.1,0.12,0.35,0.71,1.54,2.19,2.75,3.42,3.69,0.000371964,0.011001376,0.012569381,0.025783574,0.038146629,0.036116346,0.04372839,0.020631785,0.014145495,0.025349539,0.015087836,-0.050396958,-0.052360935,-0.171813941,-0.318391099,-0.275373708,-0.390420278,-0.238055904,-0.17529027,-0.178754446,-0.085171869,0.010997001,0.01665215,0.034871996,0.047155558,0.042736828,0.051332233,0.02794277,0.02496871,0.043422869,0.032553131,0.012138537,0.012626573,0.023163657,0.035285293,0.034960884,0.039662063,0.018674328,0.009179943,0.016133396,0.004148067
2014-02-12,-0.000269299,0.001556098,-0.014578532,-0.001929309,14.30000019,14.53,14.98,15.72,16.39,16.87,17.37,17.73,0.017829809,0.01,0.05,0.09,0.12,0.35,0.74,1.59,2.23,2.8,3.45,3.72,0.000375885,-0.000269299,0.010732077,0.012300082,0.025514276,0.03787733,0.035847048,0.043459091,0.020362487,0.013876196,0.025080241,-0.014578532,-0.06497549,-0.066939467,-0.186392473,-0.332969631,-0.28995224,-0.404998811,-0.252634436,-0.189868802,-0.193332978,0.001556098,0.012553098,0.018208247,0.036428094,0.048711656,0.044292925,0.052888331,0.029498867,0.026524808,0.044978966,-0.001929309,0.010209228,0.010697264,0.021234348,0.033355984,0.033031575,0.037732754,0.016745019,0.007250634,0.014204087
2014-02-13,0.005793212,0.008837797,-0.011251866,0.003979147,14.14000034,14.59,14.95,15.63,16.33,16.77,17.22,17.57,0.017322105,0.01,0.03,0.08,0.12,0.32,0.7,1.51,2.16,2.73,3.4,3.7,0.000374149,0.005793212,0.005523913,0.016525289,0.018093294,0.031307488,0.043670542,0.04164026,0.049252303,0.026155699,0.019669408,-0.011251866,-0.025830398,-0.076227356,-0.078191333,-0.197644339,-0.344221497,-0.301204105,-0.416250676,-0.263886302,-0.201120668,0.008837797,0.010393895,0.021390895,0.027046044,0.045265891,0.057549453,0.053130723,0.061726128,0.038336664,0.035362605,0.003979147,0.002049838,0.014188375,0.014676411,0.025213495,0.037335131,0.037010722,0.041711901,0.020724166,0.011229781
2014-02-14,0.004797689,0.001179726,-0.041146233,0.007880215,13.56999969,14.17,14.7,15.42,16.18,16.69,17.18,17.54,0.019335926,0.01,0.02,0.07,0.11,0.32,0.71,1.53,2.17,2.75,3.41,3.69,0.00037435,0.004797689,0.010590901,0.010321603,0.021322979,0.022890983,0.036105177,0.048468231,0.046437949,0.054049993,0.030953388,-0.041146233,-0.052398099,-0.066976631,-0.117373589,-0.119337566,-0.238790573,-0.38536773,-0.342350339,-0.45739691,-0.305032536,0.001179726,0.010017523,0.01157362,0.022570621,0.02822577,0.046445616,0.058729178,0.054310448,0.062905854,0.03951639,0.007880215,0.011859362,0.009930053,0.02206859,0.022556626,0.03309371,0.045215346,0.044890937,0.049592116,0.028604381
2014-02-18,0.001157803,0.004235167,0.021866775,-0.001486103,13.86999989,14.22,14.44,15.06,15.87,16.38,16.9,17.18,0.017615605,0.02,0.05,0.08,0.12,0.31,0.67,1.5,2.14,2.71,3.4,3.68,0.000372604,0.001157803,0.005955493,0.011748705,0.011479406,0.022480782,0.024048787,0.03726298,0.049626035,0.047595752,0.055207796,0.021866775,-0.019279459,-0.030531325,-0.045109857,-0.095506815,-0.097470791,-0.216923798,-0.363500956,-0.320483564,-0.435530135,0.004235167,0.005414893,0.01425269,0.015808787,0.026805788,0.032460937,0.050680783,0.062964345,0.058545615,0.067141021,-0.001486103,0.006394112,0.010373259,0.00844395,0.020582487,0.021070523,0.031607607,0.043729243,0.043404834,0.048106013
2014-02-19,-0.006545862,-0.007250119,0.111111798,-0.005585227,15.5,15.37,15.78,16.41,16.86,17.28,17.56,17.92,0.012459906,0.04,0.06,0.09,0.11,0.33,0.69,1.53,2.17,2.73,3.42,3.71,0.000374164,-0.006545862,-0.005388058,-0.000590369,0.005202843,0.004933544,0.01593492,0.017502925,0.030717119,0.043080173,0.041049891,0.111111798,0.132978573,0.091832339,0.080580473,0.066001941,0.015604983,0.013641006,-0.105812,-0.252389158,-0.209371766,-0.007250119,-0.003014952,-0.001835226,0.007002571,0.008558669,0.019555669,0.025210818,0.043430665,0.055714227,0.051295496,-0.005585227,-0.00707133,0.000808885,0.004788032,0.002858723,0.014997261,0.015485297,0.02602238,0.038144017,0.037819607
